Tiempo [h];Tiempo [s];Dato;Altura de Vela [cm];Altura Vela [mm];Ancho de Vela [mm];Seccion de la Vela [mm^2];Altura de llama [cm];Altura de llama [mm];Temperatura
2,222;8000;1600;8,949734313;89,49734313;18,074585;113,5659669;4,452;44,523;86,88
2,224;8005;1601;8,946155135;89,46155135;18,07687645;113,5803645;4,854;48,539;87,36
2,225;8010;1602;8,942577389;89,42577389;18,07916699;113,5947564;3,938;39,381;87,36
2,226;8015;1603;8,939001073;89,39001073;18,08145662;113,6091425;4,613;46,134;87,36
2,228;8020;1604;8,935426188;89,35426188;18,08374532;113,6235229;4,683;46,829;86,39
2,229;8025;1605;8,931852732;89,31852732;18,08603312;113,6378975;3,799;37,992;86,88
2,231;8030;1606;8,928280706;89,28280706;18,08831999;113,6522664;3,11;31,101;86,39
2,232;8035;1607;8,924710107;89,24710107;18,09060596;113,6666295;4,515;45,148;86,39
2,233;8040;1608;8,921140937;89,21140937;18,09289101;113,6809869;4,326;43,259;86,39
2,235;8045;1609;8,917573195;89,17573195;18,09517514;113,6953386;3,48;34,801;86,88
2,236;8050;1610;8,914006879;89,14006879;18,09745836;113,7096845;3,826;38,256;86,39
2,238;8055;1611;8,910441989;89,10441989;18,09974067;113,7240246;3,362;33,617;85,41
2,239;8060;1612;8,906878525;89,06878525;18,10202207;113,7383591;4,416;44,159;85,41
2,24;8065;1613;8,903316486;89,03316486;18,10430255;113,7526878;4,538;45,378;85,41
2,242;8070;1614;8,899755871;88,99755871;18,10658212;113,7670107;4,084;40,845;86,39
2,243;8075;1615;8,896196681;88,96196681;18,10886078;113,781328;4,692;46,922;86,88
2,244;8080;1616;8,892638914;88,92638914;18,11113853;113,7956395;3,533;35,325;86,88
2,246;8085;1617;8,88908257;88,8908257;18,11341537;113,8099453;3,002;30,024;86,39
2,247;8090;1618;8,885527648;88,85527648;18,11569129;113,8242454;3,222;32,216;86,88
2,249;8095;1619;8,881974147;88,81974147;18,11796631;113,8385397;4,47;44,696;87,85
2,25;8100;1620;8,878422068;88,78422068;18,12024042;113,8528284;4,962;49,617;87,85
2,251;8105;1621;8,874871409;88,74871409;18,12251362;113,8671113;4,656;46,562;87,36
2,253;8110;1622;8,871322171;88,71322171;18,1247859;113,8813885;4,146;41,463;86,39
2,254;8115;1623;8,867774352;88,67774352;18,12705728;113,89566;4,715;47,153;86,39
2,256;8120;1624;8,864227951;88,64227951;18,12932775;113,9099258;3,974;39,738;85,9
2,257;8125;1625;8,860682969;88,60682969;18,13159732;113,9241859;3,404;34,038;86,88
2,258;8130;1626;8,857139405;88,57139405;18,13386597;113,9384402;3,549;35,491;86,39
2,26;8135;1627;8,853597257;88,53597257;18,13613372;113,9526889;3,657;36,569;85,9
2,261;8140;1628;8,850056527;88,50056527;18,13840056;113,9669319;4,512;45,122;86,39
2,263;8145;1629;8,846517212;88,46517212;18,1406665;113,9811692;4,559;45,595;85,9
2,264;8150;1630;8,842979313;88,42979313;18,14293153;113,9954008;3,294;32,939;86,39
2,265;8155;1631;8,839442828;88,39442828;18,14519565;114,0096267;3,903;39,033;85,41
2,267;8160;1632;8,835907758;88,35907758;18,14745887;114,0238469;3,853;38,532;85,9
2,268;8165;1633;8,832374102;88,32374102;18,14972118;114,0380614;4,658;46,583;85,41
2,269;8170;1634;8,828841859;88,28841859;18,15198259;114,0522703;4,494;44,937;85,9
2,271;8175;1635;8,825311028;88,25311028;18,15424309;114,0664734;3,453;34,527;85,9
2,272;8180;1636;8,82178161;88,2178161;18,15650269;114,0806709;3,43;34,304;84,92
2,274;8185;1637;8,818253603;88,18253603;18,15876139;114,0948627;4,068;40,684;85,41
2,275;8190;1638;8,814727007;88,14727007;18,16101918;114,1090489;3,296;32,957;85,41
2,276;8195;1639;8,811201821;88,11201821;18,16327607;114,1232293;4,964;49,638;84,92
2,278;8200;1640;8,807678045;88,07678045;18,16553205;114,1374041;4,377;43,766;85,41
2,279;8205;1641;8,804155678;88,04155678;18,16778714;114,1515732;4,816;48,157;86,39
2,281;8210;1642;8,80063472;88,0063472;18,17004132;114,1657367;4,82;48,198;85,9
2,282;8215;1643;8,79711517;87,9711517;18,1722946;114,1798944;4,636;46,358;87,36
2,283;8220;1644;8,793597028;87,93597028;18,17454698;114,1940466;4,501;45,007;87,85
2,285;8225;1645;8,790080292;87,90080292;18,17679846;114,208193;4,677;46,774;87,36
2,286;8230;1646;8,786564963;87,86564963;18,17904904;114,2223338;4,375;43,748;87,36
2,288;8235;1647;8,78305104;87,8305104;18,18129872;114,236469;4,672;46,719;86,39
2,289;8240;1648;8,779538522;87,79538522;18,1835475;114,2505985;4,986;49,861;86,39
2,29;8245;1649;8,776027409;87,76027409;18,18579538;114,2647223;4,808;48,078;86,88
2,292;8250;1650;8,7725177;87,725177;18,18804236;114,2788405;3,894;38,939;86,39
2,293;8255;1651;8,769009395;87,69009395;18,19028844;114,2929531;3,03;30,297;86,39
2,294;8260;1652;8,765502493;87,65502493;18,19253362;114,30706;3,747;37,474;84,92
2,296;8265;1653;8,761996993;87,61996993;18,19477791;114,3211612;3,245;32,447;84,92
2,297;8270;1654;8,758492895;87,58492895;18,1970213;114,3352569;4,717;47,175;84,92
2,299;8275;1655;8,754990198;87,54990198;18,19926379;114,3493468;3,781;37,809;83,95
2,3;8280;1656;8,751488902;87,51488902;18,20150538;114,3634312;4,087;40,869;83,95
2,301;8285;1657;8,747989007;87,47989007;18,20374608;114,3775099;4,486;44,859;83,46
2,303;8290;1658;8,744490511;87,44490511;18,20598588;114,391583;4,55;45,503;82,97
2,304;8295;1659;8,740993414;87,40993414;18,20822479;114,4056505;3,997;39,971;84,43
2,306;8300;1660;8,737497716;87,37497716;18,2104628;114,4197123;3,712;37,116;83,95
2,307;8305;1661;8,734003416;87,34003416;18,21269992;114,4337685;3,706;37,065;83,95
2,308;8310;1662;8,730510513;87,30510513;18,21493614;114,4478191;3,829;38,29;84,43
2,31;8315;1663;8,727019007;87,27019007;18,21717146;114,4618641;4,652;46,523;84,92
2,311;8320;1664;8,723528898;87,23528898;18,2194059;114,4759034;4,365;43,647;84,43
2,313;8325;1665;8,720040184;87,20040184;18,22163944;114,4899372;3,753;37,534;84,43
2,314;8330;1666;8,716552866;87,16552866;18,22387208;114,5039653;4,212;42,12;83,95
2,315;8335;1667;8,713066942;87,13066942;18,22610384;114,5179878;4,702;47,021;84,43
2,317;8340;1668;8,709582412;87,09582412;18,2283347;114,5320047;3,677;36,77;83,95
2,318;8345;1669;8,706099276;87,06099276;18,23056466;114,546016;4,198;41,981;83,95
2,319;8350;1670;8,702617532;87,02617532;18,23279374;114,5600217;4,706;47,061;83,46
2,321;8355;1671;8,699137181;86,99137181;18,23502193;114,5740218;3,84;38,402;83,46
2,322;8360;1672;8,695658222;86,95658222;18,23724922;114,5880163;3,412;34,117;84,43
2,324;8365;1673;8,692180655;86,92180655;18,23947562;114,6020053;3,323;33,232;83,46
2,325;8370;1674;8,688704478;86,88704478;18,24170114;114,6159886;4,999;49,993;84,92
2,326;8375;1675;8,685229691;86,85229691;18,24392576;114,6299663;3,514;35,145;84,43
2,328;8380;1676;8,681756294;86,81756294;18,24614949;114,6439384;4,418;44,18;84,43
2,329;8385;1677;8,678284286;86,78284286;18,24837234;114,6579049;3,14;31,395;84,92
2,331;8390;1678;8,674813666;86,74813666;18,25059429;114,6718659;3,175;31,747;84,92
2,332;8395;1679;8,671344434;86,71344434;18,25281536;114,6858213;3,862;38,615;83,95
2,333;8400;1680;8,66787659;86,6787659;18,25503554;114,6997711;4,433;44,328;83,46
2,335;8405;1681;8,664410133;86,64410133;18,25725483;114,7137153;3,602;36,023;83,95
2,336;8410;1682;8,660945062;86,60945062;18,25947323;114,7276539;4,976;49,758;83,95
2,338;8415;1683;8,657481377;86,57481377;18,26169075;114,741587;3,06;30,602;83,46
2,339;8420;1684;8,654019077;86,54019077;18,26390737;114,7555145;4,065;40,645;82,97
2,34;8425;1685;8,650558161;86,50558161;18,26612312;114,7694364;4,715;47,15;81,99
2,342;8430;1686;8,64709863;86,4709863;18,26833797;114,7833527;3,831;38,314;82,97
2,343;8435;1687;8,643640482;86,43640482;18,27055194;114,7972635;3,397;33,971;82,97
2,344;8440;1688;8,640183717;86,40183717;18,27276503;114,8111687;3,728;37,282;82,97
2,346;8445;1689;8,636728335;86,36728335;18,27497723;114,8250684;4,21;42,103;83,46
2,347;8450;1690;8,633274335;86,33274335;18,27718854;114,8389625;4,29;42,904;83,46
2,349;8455;1691;8,629821715;86,29821715;18,27939897;114,8528511;4,163;41,629;83,46
2,35;8460;1692;8,626370477;86,26370477;18,28160852;114,866734;3,648;36,478;82,97
2,351;8465;1693;8,622920619;86,22920619;18,28381718;114,8806115;3,64;36,4;82,97
2,353;8470;1694;8,61947214;86,1947214;18,28602496;114,8944834;3,18;31,799;82,97
2,354;8475;1695;8,616025041;86,16025041;18,28823186;114,9083497;4,026;40,256;83,46
2,356;8480;1696;8,61257932;86,1257932;18,29043787;114,9222105;3,296;32,956;84,92
2,357;8485;1697;8,609134977;86,09134977;18,29264301;114,9360658;4,114;41,14;83,46
2,358;8490;1698;8,605692012;86,05692012;18,29484726;114,9499155;4,589;45,888;83,46
2,36;8495;1699;8,602250424;86,02250424;18,29705063;114,9637597;3,419;34,193;84,92
2,361;8500;1700;8,598810211;85,98810211;18,29925311;114,9775983;4,396;43,962;84,43
2,363;8505;1701;8,595371375;85,95371375;18,30145472;114,9914314;4,006;40,065;84,92
2,364;8510;1702;8,591933914;85,91933914;18,30365545;115,005259;3,648;36,476;83,46
2,365;8515;1703;8,588497828;85,88497828;18,30585529;115,019081;3,211;32,106;84,92
2,367;8520;1704;8,585063116;85,85063116;18,30805426;115,0328975;3,334;33,337;83,46
2,368;8525;1705;8,581629777;85,81629777;18,31025235;115,0467085;4,336;43,363;84,92
2,369;8530;1706;8,578197812;85,78197812;18,31244955;115,060514;4,303;43,035;83,95
2,371;8535;1707;8,574767219;85,74767219;18,31464588;115,0743139;4,7;47,001;83,95
2,372;8540;1708;8,571337998;85,71337998;18,31684133;115,0881083;4,795;47,946;83,46
2,374;8545;1709;8,567910148;85,67910148;18,31903591;115,1018973;4,837;48,374;84,43
2,375;8550;1710;8,564483669;85,64483669;18,3212296;115,1156806;3,492;34,92;83,46
2,376;8555;1711;8,561058561;85,61058561;18,32342242;115,1294585;4,567;45,667;83,95
2,378;8560;1712;8,557634822;85,57634822;18,32561436;115,1432309;3,106;31,064;84,92
2,379;8565;1713;8,554212453;85,54212453;18,32780543;115,1569978;4,892;48,917;84,92
2,381;8570;1714;8,550791452;85,50791452;18,32999561;115,1707591;3,934;39,338;84,92
2,382;8575;1715;8,54737182;85,4737182;18,33218493;115,184515;3,831;38,307;84,92
2,383;8580;1716;8,543953555;85,43953555;18,33437336;115,1982653;3,186;31,855;84,43
2,385;8585;1717;8,540536657;85,40536657;18,33656092;115,2120102;4,082;40,824;84,92
2,386;8590;1718;8,537121125;85,37121125;18,33874761;115,2257495;4,049;40,493;83,95
2,388;8595;1719;8,53370696;85,3370696;18,34093342;115,2394834;3,407;34,068;85,41
2,389;8600;1720;8,530294159;85,30294159;18,34311836;115,2532118;3,944;39,444;84,92
2,39;8605;1721;8,526882724;85,26882724;18,34530242;115,2669346;3,383;33,828;85,41
2,392;8610;1722;8,523472653;85,23472653;18,34748562;115,280652;4,721;47,213;85,41
2,393;8615;1723;8,520063946;85,20063946;18,34966793;115,2943639;3,739;37,391;84,43
2,394;8620;1724;8,516656602;85,16656602;18,35184938;115,3080704;3,031;30,312;85,41
2,396;8625;1725;8,51325062;85,1325062;18,35402995;115,3217713;4,063;40,632;86,39
2,397;8630;1726;8,509846001;85,09846001;18,35620965;115,3354668;3,96;39,601;85,41
2,399;8635;1727;8,506442743;85,06442743;18,35838848;115,3491568;4,686;46,865;83,95
2,4;8640;1728;8,503040847;85,03040847;18,36056644;115,3628413;4,919;49,193;85,41
2,401;8645;1729;8,49964031;84,9964031;18,36274352;115,3765203;3,046;30,462;84,92
2,403;8650;1730;8,496241134;84,96241134;18,36491974;115,3901939;3,417;34,171;86,39
2,404;8655;1731;8,492843317;84,92843317;18,36709508;115,403862;3,622;36,219;84,92
2,406;8660;1732;8,489446859;84,89446859;18,36926956;115,4175246;3,371;33,707;85,41
2,407;8665;1733;8,48605176;84,8605176;18,37144316;115,4311818;4,64;46,402;80,01
2,408;8670;1734;8,482658018;84,82658018;18,3736159;115,4448335;4,805;48,047;83,14
2,41;8675;1735;8,479265633;84,79265633;18,37578777;115,4584797;4,488;44,878;80,44
2,411;8680;1736;8,475874605;84,75874605;18,37795877;115,4721205;3,745;37,447;83,64
2,413;8685;1737;8,472484933;84,72484933;18,3801289;115,4857558;4,521;45,206;81,9
2,414;8690;1738;8,469096617;84,69096617;18,38229816;115,4993857;3,821;38,208;80,77
2,415;8695;1739;8,465709656;84,65709656;18,38446656;115,5130102;4,156;41,558;83,66
2,417;8700;1740;8,462324049;84,62324049;18,38663409;115,5266291;4,582;45,819;83,66
2,418;8705;1741;8,458939796;84,58939796;18,38880075;115,5402427;3,746;37,455;81,91
2,419;8710;1742;8,455556897;84,55556897;18,39096654;115,5538508;4,72;47,204;82
2,421;8715;1743;8,452175351;84,52175351;18,39313147;115,5674534;4,365;43,652;81,39
2,422;8720;1744;8,448795157;84,48795157;18,39529553;115,5810506;4,651;46,51;82,44
2,424;8725;1745;8,445416314;84,45416314;18,39745873;115,5946424;4,344;43,44;83,53
2,425;8730;1746;8,442038823;84,42038823;18,39962106;115,6082287;4,297;42,967;83,99
2,426;8735;1747;8,438662683;84,38662683;18,40178253;115,6218096;4,87;48,7;82,65
2,428;8740;1748;8,435287893;84,35287893;18,40394313;115,6353851;3,872;38,722;82,88
2,429;8745;1749;8,431914453;84,31914453;18,40610287;115,6489551;4,872;48,723;80,18
2,431;8750;1750;8,428542361;84,28542361;18,40826175;115,6625197;4,18;41,804;80,32
2,432;8755;1751;8,425171619;84,25171619;18,41041976;115,6760789;4,662;46,618;80,11
2,433;8760;1752;8,421802224;84,21802224;18,41257691;115,6896327;3,879;38,792;82,05
2,435;8765;1753;8,418434177;84,18434177;18,4147332;115,703181;4,655;46,547;83,61
2,436;8770;1754;8,415067476;84,15067476;18,41688862;115,716724;4,96;49,599;81,54
2,438;8775;1755;8,411702122;84,11702122;18,41904318;115,7302615;4,165;41,65;80,63
2,439;8780;1756;8,408338114;84,08338114;18,42119688;115,7437936;4,569;45,687;81,14
2,44;8785;1757;8,404975452;84,04975452;18,42334972;115,7573203;4,457;44,567;81,59
2,442;8790;1758;8,401614134;84,01614134;18,4255017;115,7708416;3,677;36,773;83,36
2,443;8795;1759;8,39825416;83,9825416;18,42765282;115,7843574;4,808;48,081;82,29
2,444;8800;1760;8,39489553;83,9489553;18,42980307;115,7978679;4,502;45,023;80,18
2,446;8805;1761;8,391538244;83,91538244;18,43195247;115,8113729;4,588;45,882;80,94
2,447;8810;1762;8,3881823;83,881823;18,43410101;115,8248726;3,737;37,374;83,57
2,449;8815;1763;8,384827698;83,84827698;18,43624869;115,8383669;4,477;44,773;81,77
2,45;8820;1764;8,381474437;83,81474437;18,43839551;115,8518557;3,745;37,445;83,97
2,451;8825;1765;8,378122518;83,78122518;18,44054147;115,8653392;4,056;40,562;83
2,453;8830;1766;8,374771939;83,74771939;18,44268657;115,8788173;4,189;41,886;80,83
2,454;8835;1767;8,3714227;83,714227;18,44483081;115,89229;4,978;49,784;83,26
2,456;8840;1768;8,368074801;83,68074801;18,4469742;115,9057573;4,658;46,578;82,47
2,457;8845;1769;8,36472824;83,6472824;18,44911673;115,9192192;4,001;40,013;81,05
2,458;8850;1770;8,361383018;83,61383018;18,45125841;115,9326757;4,649;46,49;80,46
2,46;8855;1771;8,358039134;83,58039134;18,45339922;115,9461269;4,335;43,353;81,31
2,461;8860;1772;8,354696586;83,54696586;18,45553918;115,9595726;3,875;38,752;83,09
2,463;8865;1773;8,351355376;83,51355376;18,45767829;115,973013;4,259;42,593;83,6
2,464;8870;1774;8,348015502;83,48015502;18,45981654;115,986448;4,018;40,177;80,8
2,465;8875;1775;8,344676964;83,44676964;18,46195393;115,9998777;4,674;46,74;83,07
2,467;8880;1776;8,34133976;83,4133976;18,46409047;116,013302;4,87;48,696;80,7
2,468;8885;1777;8,338003892;83,38003892;18,46622616;116,0267209;4,922;49,216;83,1
2,469;8890;1778;8,334669357;83,34669357;18,46836099;116,0401344;4,537;45,371;80,08
2,471;8895;1779;8,331336156;83,31336156;18,47049496;116,0535426;4,623;46,23;81,65
2,472;8900;1780;8,328004288;83,28004288;18,47262809;116,0669454;4,017;40,173;82,94
2,474;8905;1781;8,324673752;83,24673752;18,47476036;116,0803428;4,707;47,075;82,64
2,475;8910;1782;8,321344549;83,21344549;18,47689178;116,0937349;4,823;48,229;81,97
2,476;8915;1783;8,318016676;83,18016676;18,47902234;116,1071217;3,746;37,455;82,78
2,478;8920;1784;8,314690135;83,14690135;18,48115205;116,120503;4,768;47,679;82,57
2,479;8925;1785;8,311364924;83,11364924;18,48328092;116,1338791;4,147;41,474;80,59
2,481;8930;1786;8,308041043;83,08041043;18,48540893;116,1472498;4,596;45,959;82,51
2,482;8935;1787;8,304718491;83,04718491;18,48753609;116,1606151;4,037;40,372;81,32
2,483;8940;1788;8,301397268;83,01397268;18,48966239;116,1739751;4,429;44,288;80,57
2,485;8945;1789;8,298077373;82,98077373;18,49178785;116,1873297;4,689;46,891;82,68
2,486;8950;1790;8,294758806;82,94758806;18,49391246;116,200679;4,837;48,374;80,42
2,488;8955;1791;8,291441566;82,91441566;18,49603622;116,214023;4,647;46,468;83,25
2,489;8960;1792;8,288125653;82,88125653;18,49815913;116,2273616;4,85;48,504;81,7
2,49;8965;1793;8,284811065;82,84811065;18,50028119;116,2406949;4,063;40,635;80,98
2,492;8970;1794;8,281497803;82,81497803;18,5024024;116,2540229;4,296;42,955;80,88
2,493;8975;1795;8,278185867;82,78185867;18,50452276;116,2673455;4,989;49,887;82,02
2,494;8980;1796;8,274875255;82,74875255;18,50664228;116,2806629;4,153;41,532;82,86
2,496;8985;1797;8,271565966;82,71565966;18,50876095;116,2939748;4,335;43,355;80,54
2,497;8990;1798;8,268258002;82,68258002;18,51087877;116,3072815;4,759;47,593;80,59
2,499;8995;1799;8,26495136;82,6495136;18,51299574;116,3205828;4,446;44,456;81,6
2,5;9000;1800;8,26164604;82,6164604;18,51511187;116,3338788;4,345;43,455;83,25
2,501;9005;1801;8,258342043;82,58342043;18,51722715;116,3471695;4,899;48,99;81,1
2,503;9010;1802;8,255039367;82,55039367;18,51934158;116,3604549;4,687;46,87;80,83
2,504;9015;1803;8,251738011;82,51738011;18,52145517;116,373735;3,711;37,112;81,69
2,506;9020;1804;8,248437976;82,48437976;18,52356792;116,3870098;4,565;45,652;83,88
2,507;9025;1805;8,245139261;82,45139261;18,52567981;116,4002792;3,585;35,846;83,22
2,508;9030;1806;8,241841864;82,41841864;18,52779087;116,4135434;3,671;36,715;83,42
2,51;9035;1807;8,238545787;82,38545787;18,52990108;116,4268022;4,455;44,546;83,85
2,511;9040;1808;8,235251028;82,35251028;18,53201044;116,4400557;4,306;43,056;82,93
2,513;9045;1809;8,231957586;82,31957586;18,53411897;116,453304;4,618;46,184;81,16
2,514;9050;1810;8,228665461;82,28665461;18,53622665;116,4665469;4,547;45,472;83,7
2,515;9055;1811;8,225374653;82,25374653;18,53833348;116,4797846;4,584;45,839;80,77
2,517;9060;1812;8,222085161;82,22085161;18,54043948;116,4930169;3,598;35,983;82,28
2,518;9065;1813;8,218796985;82,18796985;18,54254463;116,506244;3,608;36,075;83,13
2,519;9070;1814;8,215510124;82,15510124;18,54464894;116,5194657;4,534;45,338;83,36
2,521;9075;1815;8,212224577;82,12224577;18,5467524;116,5326822;4,242;42,422;83,74
2,522;9080;1816;8,208940344;82,08940344;18,54885503;116,5458934;4,483;44,833;81,38
2,524;9085;1817;8,205657424;82,05657424;18,55095682;116,5590993;3,612;36,117;81,27
2,525;9090;1818;8,202375818;82,02375818;18,55305776;116,5722999;4,514;45,14;81,06
2,526;9095;1819;8,199095524;81,99095524;18,55515787;116,5854953;4,936;49,361;82,42
2,528;9100;1820;8,195816541;81,95816541;18,55725713;116,5986854;3,591;35,914;83,92
2,529;9105;1821;8,19253887;81,9253887;18,55935556;116,6118702;3,739;37,385;81,03
2,531;9110;1822;8,18926251;81,8926251;18,56145315;116,6250497;4,461;44,607;81,15
2,532;9115;1823;8,18598746;81,8598746;18,56354989;116,6382239;4,393;43,927;82,64
2,533;9120;1824;8,18271372;81,8271372;18,5656458;116,6513929;4,625;46,253;80,2
2,535;9125;1825;8,179441289;81,79441289;18,56774087;116,6645566;3,728;37,275;80,74
2,536;9130;1826;8,176170167;81,76170167;18,56983511;116,6777151;4,672;46,724;81,62
2,538;9135;1827;8,172900352;81,72900352;18,5719285;116,6908683;4,798;47,981;80,37
2,539;9140;1828;8,169631846;81,69631846;18,57402106;116,7040162;3,84;38,404;81,86
2,54;9145;1829;8,166364647;81,66364647;18,57611278;116,7171589;4,346;43,464;81,74
2,542;9150;1830;8,163098754;81,63098754;18,57820367;116,7302963;4,489;44,891;83,38
2,543;9155;1831;8,159834168;81,59834168;18,58029372;116,7434285;3,708;37,085;83,84
2,544;9160;1832;8,156570887;81,56570887;18,58238293;116,7565554;4,79;47,902;83,84
2,546;9165;1833;8,153308911;81,53308911;18,58447131;116,7696771;4,247;42,473;80,61
2,547;9170;1834;8,150048239;81,50048239;18,58655885;116,7827935;4,446;44,461;80,32
2,549;9175;1835;8,146788872;81,46788872;18,58864556;116,7959046;4,595;45,95;80,73
2,55;9180;1836;8,143530808;81,43530808;18,59073143;116,8090106;4,862;48,623;81,98
2,551;9185;1837;8,140274047;81,40274047;18,59281647;116,8221113;3,883;38,83;82,98
2,553;9190;1838;8,137018589;81,37018589;18,59490067;116,8352067;4,216;42,162;80,62
2,554;9195;1839;8,133764432;81,33764432;18,59698404;116,8482969;3,931;39,307;81,89
2,556;9200;1840;8,130511577;81,30511577;18,59906658;116,8613819;4,932;49,317;81,31
2,557;9205;1841;8,127260023;81,27260023;18,60114829;116,8744616;4,014;40,142;82,11
2,558;9210;1842;8,124009769;81,24009769;18,60322916;116,8875361;4,977;49,774;82,49
2,56;9215;1843;8,120760815;81,20760815;18,6053092;116,9006054;4,25;42,504;80,33
2,561;9220;1844;8,11751316;81,1751316;18,60738841;116,9136695;4,917;49,174;82,37
2,563;9225;1845;8,114266804;81,14266804;18,60946679;116,9267283;4,333;43,325;80,36
2,564;9230;1846;8,111021746;81,11021746;18,61154433;116,9397819;4,215;42,154;81,07
2,565;9235;1847;8,107777986;81,07777986;18,61362105;116,9528303;4,537;45,367;81,63
2,567;9240;1848;8,104535524;81,04535524;18,61569693;116,9658735;4,597;45,973;80,11
2,568;9245;1849;8,101294358;81,01294358;18,61777199;116,9789114;4,883;48,835;81,14
2,569;9250;1850;8,098054488;80,98054488;18,61984621;116,9919441;3,956;39,556;80,76
2,571;9255;1851;8,094815914;80,94815914;18,62191961;117,0049717;4,24;42,398;81,93
2,572;9260;1852;8,091578635;80,91578635;18,62399217;117,017994;4,415;44,148;82,2
2,574;9265;1853;8,088342651;80,88342651;18,62606391;117,0310111;3,573;35,729;83,39
2,575;9270;1854;8,085107961;80,85107961;18,62813482;117,044023;3,595;35,946;80,34
2,576;9275;1855;8,081874564;80,81874564;18,6302049;117,0570297;4,687;46,872;80,54
2,578;9280;1856;8,078642461;80,78642461;18,63227415;117,0700312;4,829;48,295;81,36
2,579;9285;1857;8,07541165;80,7541165;18,63434258;117,0830275;4,305;43,046;80,86
2,581;9290;1858;8,072182132;80,72182132;18,63641018;117,0960186;4,212;42,116;80,56
2,582;9295;1859;8,068953904;80,68953904;18,63847695;117,1090045;4,936;49,358;82,86
2,583;9300;1860;8,065726968;80,65726968;18,64054289;117,1219852;3,797;37,967;83,45
2,585;9305;1861;8,062501323;80,62501323;18,64260801;117,1349607;4,863;48,634;82,13
2,586;9310;1862;8,059276967;80,59276967;18,6446723;117,1479311;4,083;40,829;83,6
2,588;9315;1863;8,056053901;80,56053901;18,64673577;117,1608962;4,078;40,784;80,15
2,589;9320;1864;8,052832124;80,52832124;18,64879841;117,1738562;4,185;41,846;81,71
2,59;9325;1865;8,049611635;80,49611635;18,65086023;117,1868109;3,941;39,405;83,88
2,592;9330;1866;8,046392434;80,46392434;18,65292122;117,1997605;3,797;37,972;81,26
2,593;9335;1867;8,043174521;80,43174521;18,65498139;117,2127049;4,326;43,261;83,9
2,594;9340;1868;8,039957895;80,39957895;18,65704073;117,2256442;4,424;44,245;82,19
2,596;9345;1869;8,036742554;80,36742554;18,65909925;117,2385782;4,961;49,607;81,71
2,597;9350;1870;8,0335285;80,335285;18,66115695;117,2515071;4,745;47,453;82,82
2,599;9355;1871;8,030315732;80,30315732;18,66321382;117,2644309;4,608;46,081;82,34
2,6;9360;1872;8,027104248;80,27104248;18,66526987;117,2773494;3,665;36,654;81,5
2,601;9365;1873;8,023894048;80,23894048;18,6673251;117,2902628;4,009;40,09;80,55
2,603;9370;1874;8,020685132;80,20685132;18,66937951;117,303171;4,701;47,006;81,35
2,604;9375;1875;8,0174775;80,174775;18,67143309;117,3160741;3,84;38,4;82,06
2,606;9380;1876;8,01427115;80,1427115;18,67348586;117,328972;3,6;36,001;83,71
2,607;9385;1877;8,011066083;80,11066083;18,6755378;117,3418647;3,804;38,039;81,91
2,608;9390;1878;8,007862297;80,07862297;18,67758893;117,3547523;3,566;35,657;83,69
2,61;9395;1879;8,004659793;80,04659793;18,67963923;117,3676347;4,726;47,265;81,04
2,611;9400;1880;8,001458569;80,01458569;18,68168871;117,380512;4,869;48,694;80,03
2,613;9405;1881;7,998258626;79,98258626;18,68373737;117,3933842;3,586;35,856;80,36
2,614;9410;1882;7,995059962;79,95059962;18,68578522;117,4062511;4,782;47,825;80,04
2,615;9415;1883;7,991862577;79,91862577;18,68783224;117,419113;3,892;38,925;83,46
2,617;9420;1884;7,988666472;79,88666472;18,68987845;117,4319697;4,146;41,459;80,66
2,618;9425;1885;7,985471644;79,85471644;18,69192384;117,4448212;3,559;35,591;83,47
2,619;9430;1886;7,982278094;79,82278094;18,69396841;117,4576676;3,702;37,019;81,44
2,621;9435;1887;7,979085821;79,79085821;18,69601216;117,4705089;4,305;43,051;81,07
2,622;9440;1888;7,975894825;79,75894825;18,69805509;117,483345;4,69;46,898;80,21
2,624;9445;1889;7,972705105;79,72705105;18,70009721;117,496176;3,829;38,289;80,9
2,625;9450;1890;7,969516661;79,69516661;18,70213851;117,5090019;4,339;43,387;82,95
2,626;9455;1891;7,966329492;79,66329492;18,704179;117,5218227;4,906;49,056;81,34
2,628;9460;1892;7,963143597;79,63143597;18,70621867;117,5346383;4,268;42,681;82,07
2,629;9465;1893;7,959958977;79,59958977;18,70825752;117,5474488;4,511;45,108;81,49
2,631;9470;1894;7,95677563;79,5677563;18,71029556;117,5602541;4,137;41,37;81,24
2,632;9475;1895;7,953593556;79,53593556;18,71233278;117,5730544;4,668;46,679;82,37
2,633;9480;1896;7,950412755;79,50412755;18,71436919;117,5858495;3,968;39,683;82,2
2,635;9485;1897;7,947233226;79,47233226;18,71640478;117,5986395;3,925;39,248;83,72
2,636;9490;1898;7,944054968;79,44054968;18,71843956;117,6114244;4,731;47,312;80,26
2,638;9495;1899;7,940877982;79,40877982;18,72047353;117,6242042;4,412;44,115;82,6
2,639;9500;1900;7,937702266;79,37702266;18,72250668;117,6369789;4,878;48,783;83,6
2,64;9505;1901;7,93452782;79,3452782;18,72453902;117,6497484;4,075;40,753;81,03
2,642;9510;1902;7,931354643;79,31354643;18,72657054;117,6625129;3,512;35,116;82,65
